LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,datetime,label,label_id,extracted_ip
1393,Jul,17,06:14:36,combo,ftpd,23586,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 06:14:36,SUSPICIOUS,2,83.116.207.11
585,Jun,30,22:16:32,combo,sshd(pam_unix),19432,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>),2005-06-30 22:16:32,NORMAL,0,
1625,Jul,21,01:30:49,combo,sshd(pam_unix),3493,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-21 01:30:49,BRUTE_FORCE,1,210.76.59.29
1851,Jul,26,04:05:22,combo,su(pam_unix),27285,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-07-26 04:05:22,NORMAL,0,
1143,Jul,10,16:01:48,combo,sshd(pam_unix),30544,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:01:48,BRUTE_FORCE,1,150.183.249.110
7,Jun,15,02:04:59,combo,sshd(pam_unix),20885,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-15 02:04:59,BRUTE_FORCE,1,
1663,Jul,22,09:27:24,combo,ftpd,12294,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-22 09:27:24,SUSPICIOUS,2,211.42.188.206
1376,Jul,17,06:13:37,combo,ftpd,23564,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 06:13:37,SUSPICIOUS,2,83.116.207.11
315,Jun,25,04:04:25,combo,su(pam_unix),29690,session closed for user cyrus,E101,session closed for user <*>,2005-06-25 04:04:25,NORMAL,0,
472,Jun,29,10:48:08,combo,ftpd,15554,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-29 10:48:08,SUSPICIOUS,2,208.62.55.75
1515,Jul,17,21:23:20,combo,ftpd,25034,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 21:23:20,SUSPICIOUS,2,82.68.222.194
1547,Jul,17,23:21:54,combo,ftpd,25239,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 23:21:54,SUSPICIOUS,2,82.68.222.195
1526,Jul,17,23:21:54,combo,ftpd,25218,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 23:21:54,SUSPICIOUS,2,82.68.222.195
1564,Jul,18,03:26:49,combo,ftpd,25645,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-18 03:26:49,SUSPICIOUS,2,211.72.151.162
1859,Jul,26,05:47:42,combo,ftpd,28701,connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-26 05:47:42,SUSPICIOUS,2,172.181.208.156
1195,Jul,10,16:02:53,combo,sshd(pam_unix),30647,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:53,BRUTE_FORCE,1,150.183.249.110
1191,Jul,10,16:02:50,combo,sshd(pam_unix),30640,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:02:50,BRUTE_FORCE,1,150.183.249.110
872,Jul,6,18:00:56,combo,ftpd,9761,connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-06 18:00:56,SUSPICIOUS,2,211.72.151.162
1546,Jul,17,23:21:54,combo,ftpd,25238,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 23:21:54,SUSPICIOUS,2,82.68.222.195
1813,Jul,25,12:35:24,combo,named,2306,notify question section contains no SOA,E75,notify question section contains no SOA,2005-07-25 12:35:24,NORMAL,0,
143,Jun,19,04:08:55,combo,su(pam_unix),2192,session closed for user cyrus,E101,session closed for user <*>,2005-06-19 04:08:55,NORMAL,0,
1830,Jul,25,23:23:13,combo,xinetd,26484,warning: can't get client address: Connection reset by peer,E116,warning: can't get client address: Connection reset by peer,2005-07-25 23:23:13,SUSPICIOUS,2,
1378,Jul,17,06:13:37,combo,ftpd,23570,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 06:13:37,SUSPICIOUS,2,83.116.207.11
1933,Jul,27,14:41:57,combo,kernel,0,Initializing CPU#0,E52,Initializing CPU#<*>,2005-07-27 14:41:57,NORMAL,0,
915,Jul,7,14:18:59,combo,sshd(pam_unix),13323,check pass; user unknown,E27,check pass; user unknown,2005-07-07 14:18:59,BRUTE_FORCE,1,
714,Jul,3,04:08:03,combo,syslogd 1.4.1,0,restart.,E90,restart.,2005-07-03 04:08:03,NORMAL,0,
981,Jul,9,11:35:59,combo,ftpd,23047,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
42,Jun,15,12:13:20,combo,sshd(pam_unix),23416,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-15 12:13:20,BRUTE_FORCE,1,218.188.2.4
1827,Jul,25,23:23:13,combo,ftpd,26466,getpeername (ftpd): Transport endpoint is not connected,E47,getpeername (ftpd): Transport endpoint is not connected,2005-07-25 23:23:13,NORMAL,0,
35,Jun,15,12:12:34,combo,sshd(pam_unix),23407,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-15 12:12:34,BRUTE_FORCE,1,218.188.2.4
1268,Jul,12,06:09:45,combo,sshd(pam_unix),4065,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-12 06:09:45,BRUTE_FORCE,1,68.143.156.89
185,Jun,20,09:20:08,combo,sshd(pam_unix),10051,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-20 09:20:08,BRUTE_FORCE,1,65.166.159.14
232,Jun,22,04:30:55,combo,sshd(pam_unix),17124,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-22 04:30:55,BRUTE_FORCE,1,
735,Jul,3,10:05:25,combo,ftpd,32052,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-03 10:05:25,SUSPICIOUS,2,203.101.45.59
1374,Jul,17,06:13:37,combo,ftpd,23571,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 06:13:37,SUSPICIOUS,2,83.116.207.11
97,Jun,17,20:55:06,combo,ftpd,30756,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-17 20:55:06,SUSPICIOUS,2,82.252.162.81
71,Jun,15,20:05:31,combo,sshd(pam_unix),24139,check pass; user unknown,E27,check pass; user unknown,2005-06-15 20:05:31,BRUTE_FORCE,1,
1265,Jul,12,06:09:44,combo,sshd(pam_unix),4064,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-12 06:09:44,BRUTE_FORCE,1,68.143.156.89
914,Jul,7,14:18:58,combo,sshd(pam_unix),13318,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-07-07 14:18:58,BRUTE_FORCE,1,
1316,Jul,15,23:42:43,combo,ftpd,15327,connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-15 23:42:43,SUSPICIOUS,2,211.107.232.1
1034,Jul,9,19:34:13,combo,sshd(pam_unix),23796,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-09 19:34:13,BRUTE_FORCE,1,
1584,Jul,18,23:01:27,combo,sshd(pam_unix),28986,check pass; user unknown,E27,check pass; user unknown,2005-07-18 23:01:27,BRUTE_FORCE,1,
764,Jul,4,04:03:06,combo,su(pam_unix),1583,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-07-04 04:03:06,NORMAL,0,
482,Jun,29,10:48:21,combo,ftpd,15564,connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-29 10:48:21,SUSPICIOUS,2,208.62.55.75
1885,Jul,26,07:02:57,combo,sshd(pam_unix),28854,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-26 07:02:57,BRUTE_FORCE,1,207.243.167.114
1774,Jul,24,13:46:34,combo,ftpd,22662,connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-24 13:46:34,SUSPICIOUS,2,211.107.232.1
1052,Jul,9,22:53:22,combo,ftpd,24078,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 22:53:22,SUSPICIOUS,2,206.196.21.129
43,Jun,15,14:53:32,combo,sshd(pam_unix),23661,check pass; user unknown,E27,check pass; user unknown,2005-06-15 14:53:32,BRUTE_FORCE,1,
262,Jun,22,13:16:30,combo,ftpd,17878,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-22 13:16:30,SUSPICIOUS,2,210.245.165.136
974,Jul,9,11:35:59,combo,ftpd,23048,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
983,Jul,9,11:35:59,combo,ftpd,23042,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
1478,Jul,17,14:03:05,combo,ftpd,24378,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:05 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 14:03:05,SUSPICIOUS,2,207.30.238.8
939,Jul,7,23:09:45,combo,ftpd,14113,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-07 23:09:45,SUSPICIOUS,2,221.4.102.93
1906,Jul,27,04:21:40,combo,su(pam_unix),31373,session closed for user news,E101,session closed for user <*>,2005-07-27 04:21:40,NORMAL,0,
1608,Jul,19,07:35:41,combo,sshd(pam_unix),30508,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-19 07:35:41,BRUTE_FORCE,1,202.181.236.180
1869,Jul,26,05:47:42,combo,ftpd,28691,connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-26 05:47:42,SUSPICIOUS,2,172.181.208.156
1006,Jul,9,12:59:44,combo,ftpd,23205,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 12:59:44,SUSPICIOUS,2,81.171.220.226
888,Jul,7,07:18:12,combo,sshd(pam_unix),12520,session closed for user test,E101,session closed for user <*>,2005-07-07 07:18:12,NORMAL,0,
1849,Jul,25,23:24:09,combo,ftpd,26483,connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-25 23:24:09,SUSPICIOUS,2,217.187.83.50
1044,Jul,9,22:53:22,combo,ftpd,24077,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 22:53:22,SUSPICIOUS,2,206.196.21.129
1003,Jul,9,12:59:44,combo,ftpd,23204,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 12:59:44,SUSPICIOUS,2,81.171.220.226
133,Jun,18,02:08:12,combo,ftpd,31284,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-18 02:08:12,SUSPICIOUS,2,82.252.162.81
514,Jun,30,12:48:41,combo,sshd(pam_unix),18547,check pass; user unknown,E27,check pass; user unknown,2005-06-30 12:48:41,BRUTE_FORCE,1,
1040,Jul,9,22:53:19,combo,ftpd,24090,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 22:53:19,SUSPICIOUS,2,206.196.21.129
203,Jun,22,03:17:36,combo,sshd(pam_unix),16213,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:17:36,BRUTE_FORCE,1,
341,Jun,25,09:20:24,combo,ftpd,31474,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-25 09:20:24,SUSPICIOUS,2,210.118.170.95
538,Jun,30,20:16:30,combo,sshd(pam_unix),19222,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-30 20:16:30,BRUTE_FORCE,1,195.129.24.210
1413,Jul,17,08:06:12,combo,ftpd,23790,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-17 08:06:12,SUSPICIOUS,2,218.146.61.230
1812,Jul,25,12:27:05,combo,named,2306,notify question section contains no SOA,E75,notify question section contains no SOA,2005-07-25 12:27:05,NORMAL,0,
228,Jun,22,04:30:55,combo,sshd(pam_unix),17129,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,2005-06-22 04:30:55,BRUTE_FORCE,1,
1969,Jul,27,14:41:58,combo,kernel,0,ACPI: Subsystem revision 20040326,E7,ACPI: Subsystem revision <*>,2005-07-27 14:41:58,NORMAL,0,
733,Jul,3,10:05:25,combo,ftpd,32056,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-03 10:05:25,SUSPICIOUS,2,203.101.45.59
231,Jun,22,04:30:55,combo,sshd(pam_unix),17124,check pass; user unknown,E27,check pass; user unknown,2005-06-22 04:30:55,BRUTE_FORCE,1,
159,Jun,20,03:40:59,combo,ftpd,8832,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-20 03:40:59,SUSPICIOUS,2,222.33.90.199
704,Jul,2,04:15:43,combo,sshd(pam_unix),24579,check pass; user unknown,E27,check pass; user unknown,2005-07-02 04:15:43,BRUTE_FORCE,1,
84,Jun,17,07:07:00,combo,ftpd,29508,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-17 07:07:00,SUSPICIOUS,2,24.54.76.216
430,Jun,29,03:22:22,combo,ftpd,13258,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-06-29 03:22:22,SUSPICIOUS,2,61.74.96.178
1736,Jul,24,02:38:22,combo,ftpd,16779,connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-24 02:38:22,SUSPICIOUS,2,84.102.20.2
1916,Jul,27,14:41:57,combo,kernel,0,BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved),E20,BIOS-e820: <*> - <*> (reserved),2005-07-27 14:41:57,NORMAL,0,
508,Jun,30,12:48:38,combo,sshd(pam_unix),18559,check pass; user unknown,E27,check pass; user unknown,2005-06-30 12:48:38,BRUTE_FORCE,1,
688,Jul,2,04:09:53,combo,su(pam_unix),24511,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-07-02 04:09:53,NORMAL,0,
200,Jun,22,03:17:26,combo,sshd(pam_unix),16206,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-22 03:17:26,BRUTE_FORCE,1,
1273,Jul,13,04:10:41,combo,su(pam_unix),6863,session closed for user news,E101,session closed for user <*>,2005-07-13 04:10:41,NORMAL,0,
1632,Jul,21,04:16:55,combo,su(pam_unix),4540,session closed for user news,E101,session closed for user <*>,2005-07-21 04:16:55,NORMAL,0,
1883,Jul,26,07:02:47,combo,sshd(pam_unix),28850,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-26 07:02:47,BRUTE_FORCE,1,207.243.167.114
1788,Jul,25,06:39:18,combo,ftpd,24971,connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-25 06:39:18,SUSPICIOUS,2,206.47.209.10
1895,Jul,26,07:03:47,combo,sshd(pam_unix),28874,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-26 07:03:47,BRUTE_FORCE,1,207.243.167.114
1142,Jul,10,16:01:48,combo,sshd(pam_unix),30542,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:01:48,BRUTE_FORCE,1,150.183.249.110
396,Jun,28,08:10:24,combo,sshd(pam_unix),11510,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-28 08:10:24,BRUTE_FORCE,1,61.53.154.93
14,Jun,15,04:06:18,combo,su(pam_unix),21416,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),2005-06-15 04:06:18,NORMAL,0,
451,Jun,29,10:08:19,combo,sshd(pam_unix),15477,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-06-29 10:08:19,BRUTE_FORCE,1,
1036,Jul,9,22:53:19,combo,ftpd,24085,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 22:53:19,SUSPICIOUS,2,206.196.21.129
323,Jun,25,04:41:49,combo,sshd(pam_unix),31034,check pass; user unknown,E27,check pass; user unknown,2005-06-25 04:41:49,BRUTE_FORCE,1,
978,Jul,9,11:35:59,combo,ftpd,23044,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2005-07-09 11:35:59,SUSPICIOUS,2,211.57.88.250
1139,Jul,10,16:01:45,combo,sshd(pam_unix),30535,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2005-07-10 16:01:45,BRUTE_FORCE,1,150.183.249.110
